facility,community_id,community_size
IND276128AAA,45,50
IND211013AAA,45,50
IND222125AAB,45,50
IND275503AAA,45,50
IND284001AAA,45,50
IND473001AAA,45,50
IND222136AAA,45,50
IND486771AAA,45,50
IND471001AAA,45,50
IND211011AAA,45,50
IND221010AAB,45,50
IND233221AAC,45,50
IND211010AAB,45,50
IND221005A1A,45,50
IND476111AAA,45,50
IND488001AAA,45,50
IND276305AAA,45,50
IND275303AAA,45,50
IND221401AAA,45,50
IND284403AAA,45,50
IND472001AAA,45,50
IND232104AAB,45,50
IND233001AAA,45,50
IND477001AAA,45,50
IND475661AAB,45,50
IND485001AAC,45,50
IND276140AAA,45,50
IND221010AAA,45,50
IND486661AAA,45,50
IND223101AAB,45,50
IND477001AAB,45,50
IND212501AAA,45,50
IND222001AAA,45,50
IND275101AAA,45,50
IND473226AAA,45,50
IND212402AAA,45,50
IND485771AAA,45,50
IND221303AAA,45,50
IND221313AAA,45,50
IND231001AAA,45,50
IND232101AAB,45,50
IND473331AAA,45,50
IND211002AAB,45,50
IND473551AAA,45,50
IND486001AAA,45,50
IND211008AAA,45,50
IND232327AAA,45,50
IND231205AAA,46,7
IND231208AAA,46,7
IND486889AAA,46,7
IND231225AAB,46,7
IND231217AAA,46,7
IND486886AAA,46,7
IND231216AAA,46,7
IND491001AAA,47,4
IND490023AAA,47,4
IND493445AAB,47,4
IND494334AAB,47,4
IND492001AAB,48,2
IND492007AAA,48,2
IND493118AAC,49,3
IND491995AAB,49,3
IND495334AAB,49,3
IND495671AAA,50,2
IND495004AAA,50,2
IND496001AAA,51,2
IND495677AAA,51,2
IND505001AAA,52,23
IND504215AAA,52,23
IND502313AAA,52,23
IND505326AAB,52,23
IND505001AAB,52,23
IND503185AAA,52,23
IND505209AAA,52,23
IND504251AAA,52,23
IND502110AAA,52,23
IND505326AAA,52,23
IND505327AAA,52,23
IND503187AAA,52,23
IND505172AAA,52,23
IND504296AAA,52,23
IND505184AAC,52,23
IND503122AAA,52,23
IND504293AAA,52,23
IND505302AAB,52,23
IND504208AAB,52,23
IND505425AAA,52,23
IND503111AAC,52,23
IND504201AAA,52,23
IND505325AAA,52,23
IND500055AAC,53,98
IND500008AAD,53,98
IND507159AAA,53,98
IND500035AAD,53,98
IND509216AAC,53,98
IND500010AAB,53,98
IND500018AAA,53,98
IND500008AAC,53,98
IND585401AAA,53,98
IND507002AAA,53,98
IND586211AAA,53,98
IND521165AAA,53,98
IND534001AAA,53,98
IND500010AAA,53,98
IND506343AAA,53,98
IND533401AAA,53,98
IND122001AAJ,53,98
IND508277AAB,53,98
IND509203AAA,53,98
IND508248AAB,53,98
IND524201AAA,53,98
IND506164AAA,53,98
IND534260AAC,53,98
IND507123AAA,53,98
IND523002AAA,53,98
IND585222AAA,53,98
IND521301AAA,53,98
IND507167AAA,53,98
IND523226AAA,53,98
IND505503AAA,53,98
IND506132AAA,53,98
IND585307AAB,53,98
IND523201AAA,53,98
IND509001AAA,53,98
IND506169AAB,53,98
IND533106AAA,53,98
IND508206AAA,53,98
IND500055AAA,53,98
IND500032AAA,53,98
IND585314AAA,53,98
IND508001AAA,53,98
IND505467AAA,53,98
IND500039AAD,53,98
IND501101AAB,53,98
IND585104AAA,53,98
IND501141AAA,53,98
IND533262AAA,53,98
IND506002AAA,53,98
IND585211AAA,53,98
IND508252AAB,53,98
IND501218AAC,53,98
IND509358AAA,53,98
IND500008AAF,53,98
IND506167AAB,53,98
IND521225AAB,53,98
IND523105AAA,53,98
IND533242AAA,53,98
IND533308AAB,53,98
IND521105AAA,53,98
IND522647AAA,53,98
IND509324AAA,53,98
IND533201AAA,53,98
IND508223AAA,53,98
IND506143AAA,53,98
IND500050AAA,53,98
IND521333AAA,53,98
IND508207AAB,53,98
IND502295AAA,53,98
IND520011AAA,53,98
IND502220AAC,53,98
IND507111AAA,53,98
IND502286AAB,53,98
IND506001AAC,53,98
IND521201AAA,53,98
IND508213AAB,53,98
IND500039AAC,53,98
IND507303AAA,53,98
IND521185AAA,53,98
IND500084AAB,53,98
IND586128AAA,53,98
IND530012AAC,53,98
IND523230AAA,53,98
IND508116AAA,53,98
IND500080AAB,53,98
IND521001AAA,53,98
IND501359AAE,53,98
IND509301AAA,53,98
IND533003AAA,53,98
IND500035AAA,53,98
IND501301AAC,53,98
IND501401AAC,53,98
IND508377AAB,53,98
IND505122AAA,53,98
IND585330AAE,53,98
IND523316AAB,53,98
IND500039AAB,53,98
IND506314AAA,53,98
IND507117AAB,53,98
IND515401AAB,54,17
IND515201AAA,54,17
IND515411AAA,54,17
IND515761AAA,54,17
IND516390AAA,54,17
IND516360AAB,54,17
IND516001AAA,54,17
IND561202AAB,54,17
IND515591AAA,54,17
IND516227AAA,54,17
IND515865AAB,54,17
IND515134AAA,54,17
IND515671AAA,54,17
IND515801AAA,54,17
IND515004AAA,54,17
IND516269AAA,54,17
IND515301AAA,54,17
IND517408AAA,55,2
IND517325AAA,55,2
IND517644AAA,56,7
IND517583AAA,56,7
IND517501AAB,56,7
IND524132AAA,56,7
IND516115AAA,56,7
IND524101AAB,56,7
IND516101AAA,56,7
IND584101AAA,57,15
IND583121AAA,57,15
IND509103AAC,57,15
IND518501AAA,57,15
IND518222AAA,57,15
IND509124AAA,57,15
IND518102AAA,57,15
IND509103AAB,57,15
IND584128AAA,57,15
IND518422AAB,57,15
IND518002AAA,57,15
IND518206AAA,57,15
IND518124AAA,57,15
IND584123AAA,57,15
IND518401AAA,57,15
IND531163AAA,58,25
IND535591AAA,58,25
IND532201AAA,58,25
IND535001AAA,58,25
IND764073AAA,58,25
IND535501AAB,58,25
IND532440AAA,58,25
IND761200AAA,58,25
IND532001AAB,58,25
IND764059AAA,58,25
IND535558AAA,58,25
IND532222AAA,58,25
IND530018AAA,58,25
IND530043AAA,58,25
IND764020AAC,58,25
IND531001AAA,58,25
IND530012AAA,58,25
IND530026AAA,58,25
IND532127AAA,58,25
IND764071AAB,58,25
IND531036AAA,58,25
IND532421AAA,58,25
IND531162AAA,58,25
IND764001AAC,58,25
IND531116AAA,58,25
IND560027AAA,59,2
IND560099AAA,59,2
IND560048AAB,60,109
IND600044AAD,60,109
IND563131AAA,60,109
IND636705AAB,60,109
IND600016AAC,60,109
IND602105AAB,60,109
IND562108AAA,60,109
IND577002AAA,60,109
IND600056AAD,60,109
IND632006AAA,60,109
IND673573AAA,60,109
IND600110AAA,60,109
IND603301AAA,60,109
IND607001AAA,60,109
IND632301AAA,60,109
IND683511AAB,60,109
IND560066AAB,60,109
IND561203AAB,60,109
IND600056AAA,60,109
IND673121AAA,60,109
IND581110AAE,60,109
IND524003AAA,60,109
IND602001AAA,60,109
IND600016AAA,60,109
IND600056AAB,60,109
IND614715AAA,60,109
IND600083AAA,60,109
IND560099AAH,60,109
IND610001AAA,60,109
IND609110AAA,60,109
IND563125AAB,60,109
IND602024AAA,60,109
IND560043AAC,60,109
IND635601AAB,60,109
IND600008AAC,60,109
IND560099AAB,60,109
IND635207AAA,60,109
IND581402AAA,60,109
IND605010AAB,60,109
IND560300AAB,60,109
IND577126AAA,60,109
IND581115AAC,60,109
IND560002AAA,60,109
IND563131AAB,60,109
IND560085AAA,60,109
IND563101AAB,60,109
IND581119AAB,60,109
IND631003AAA,60,109
IND562132AAA,60,109
IND560058AAB,60,109
IND562125AAA,60,109
IND562101AAA,60,109
IND577535AAC,60,109
IND635802AAB,60,109
IND562114AAA,60,109
IND562159AAA,60,109
IND560060AAB,60,109
IND560083AAB,60,109
IND583227AAA,60,109
IND600013AAA,60,109
IND560064AAD,60,109
IND577401AAA,60,109
IND600116AAB,60,109
IND577432AAA,60,109
IND636352AAA,60,109
IND600119AAA,60,109
IND600004AAA,60,109
IND572101AAA,60,109
IND604303AAA,60,109
IND560064AAA,60,109
IND577598AAC,60,109
IND600044AAE,60,109
IND609602AAA,60,109
IND583101AAA,60,109
IND603102AAA,60,109
IND583231AAA,60,109
IND563116AAA,60,109
IND603203AAA,60,109
IND632402AAA,60,109
IND560077AAA,60,109
IND614809AAA,60,109
IND606801AAB,60,109
IND577501AAA,60,109
IND631501AAA,60,109
IND600048AAA,60,109
IND560067AAC,60,109
IND670645AAB,60,109
IND561207AAB,60,109
IND600076AAB,60,109
IND560058AAD,60,109
IND611001AAA,60,109
IND560099AAG,60,109
IND560078AAC,60,109
IND635001AAA,60,109
IND563130AAA,60,109
IND673592AAA,60,109
IND577201AAA,60,109
IND583119AAA,60,109
IND600073AAA,60,109
IND631102AAA,60,109
IND603001AAA,60,109
IND608001AAA,60,109
IND606803AAA,60,109
IND000000ACS,60,109
IND562117AAA,60,109
IND560300AAA,60,109
IND600032AAB,60,109
IND577522AAA,60,109
IND583201AAA,60,109
IND571440AAA,61,11
IND571124AAA,61,11
IND571430AAA,61,11
IND571105AAA,61,11
IND571213AAA,61,11
IND571602AAA,61,11
IND571301AAA,61,11
IND571111AAB,61,11
IND571114AAA,61,11
IND571313AAB,61,11
IND570020AAA,61,11
IND573116AAA,62,13
IND571104AAA,62,13
IND573103AAA,62,13
IND573134AAB,62,13
IND577132AAD,62,13
IND571426AAA,62,13
IND573142AAA,62,13
IND577116AAA,62,13
IND577101AAA,62,13
IND577598AAB,62,13
IND573201AAB,62,13
IND571432AAB,62,13
IND572201AAB,62,13
IND571438AAB,63,3
IND571401AAA,63,3
IND562160AAB,63,3
IND609001AAA,64,4
IND613104AAA,64,4
IND614018AAA,64,4
IND602001AAB,64,4
IND622001AAA,65,6
IND630002AAA,65,6
IND614804AAA,65,6
IND622407AAA,65,6
IND614602AAA,65,6
IND614616AAA,65,6
IND621212AAA,66,10
IND608301AAA,66,10
IND621010AAA,66,10
IND639104AAB,66,10
IND621704AAA,66,10
IND620012AAA,66,10
IND621211AAA,66,10
IND620020AAA,66,10
IND621112AAA,66,10
IND621802AAA,66,10
IND623701AAA,67,28
IND630561AAA,67,28
IND624619AAA,67,28
IND626607AAB,67,28
IND623704AAA,67,28
IND624202AAA,67,28
IND626138AAA,67,28
IND624703AAA,67,28
IND639001AAA,67,28
IND623315AAB,67,28
IND627756AAA,67,28
IND623526AAA,67,28
IND685514AAA,67,28
IND614620AAA,67,28
IND625008AAA,67,28
IND621306AAA,67,28
IND624001AAA,67,28
IND626117AAA,67,28
IND625532AAA,67,28
IND623503AAA,67,28
IND625106AAA,67,28
IND625218AAA,67,28
IND624601AAA,67,28
IND625516AAA,67,28
IND624101AAA,67,28
IND623407AAA,67,28
IND625531AAA,67,28
IND626123AAA,67,28
IND627117AAA,68,10
IND628801AAA,68,10
IND629179AAA,68,10
IND627005AAA,68,10
IND627811AAA,68,10
IND627657AAA,68,10
IND628613AAA,68,10
IND628204AAA,68,10
IND627401AAA,68,10
IND629001AAA,68,10
IND636005AAC,69,5
IND636016AAA,69,5
IND636005AAA,69,5
IND636402AAA,69,5
IND637211AAA,69,5
IND637301AAA,70,3
IND638052AAA,70,3
